1000000 1000000 1
115060 324182 973303 324182
640788 324627 677528 324627
652265 324759 709861 324759
469954 324883 929635 324883
969064 325194 983810 325194
964784 326169 994063 326169
706760 326777 813514 326777
937747 326880 949100 326880
881049 327654 989728 327654
846996 328105 962763 328105
255571 328757 341178 328757
423936 329527 903294 329527
836451 330148 892712 330148
767661 331123 882216 331123
673217 332112 857344 332112
878061 332819 936922 332819
567135 333146 960073 333146
560755 333388 875625 333388
305071 333582 827254 333582
296438 333933 551895 333933
95723 334165 824137 334165
183424 334181 513049 334181
831602 334591 854372 334591
925075 335309 926833 335309
939634 335948 959745 335948
132116 336013 621265 336013
461880 336563 807457 336563
139657 336794 200547 336794
127014 336937 665680 336937
855566 337236 922924 337236
953732 337454 980948 337454
292045 338394 307225 338394
238734 339257 932470 339257
714794 340113 747699 340113
536605 340512 916821 340512
263004 340926 380365 340926
114736 341163 708187 341163
330151 341338 979755 341338
201449 341591 913766 341591
217192 342423 301389 342423
922027 342484 928780 342484
501588 343371 956963 343371
720594 343806 853322 343806
121052 344294 522419 344294
667280 344321 909899 344321
350169 344736 567690 344736
752261 345381 783658 345381
653053 345876 941817 345876
637668 346116 900380 346116
893767 346533 996804 346533
932736 346795 934682 346795
784878 347769 804703 347769
882447 348733 989119 348733
712346 348879 779069 348879
943896 348920 947943 348920
514580 349733 548665 349733
83820 350311 627399 350311
423174 350583 756360 350583
317165 351252 752096 351252
773684 351547 860772 351547
381893 352093 780661 352093
694701 352739 869727 352739
115656 353508 980964 353508
319088 354060 935240 354060
886747 354404 997366 354404
456608 354756 623643 354756
327429 355260 673967 355260
231710 355365 921368 355365
219318 355692 695069 355692
808742 356081 842321 356081
182649 357014 358459 357014
155757 357042 785246 357042
121354 357796 975127 357796
182100 358024 599200 358024
255778 358083 552394 358083
187678 358906 357327 358906
564098 358990 998854 358990
914949 359490 978650 359490
827761 359952 899638 359952
810471 360665 977834 360665
596269 361390 694854 361390
899265 361654 949170 361654
145035 361897 534949 361897
671404 362298 781284 362298
373465 362475 564219 362475
37163 363264 358833 363264
289272 364256 652030 364256
492727 364580 709210 364580
572526 364696 602037 364696
798201 365568 884426 365568
677010 366494 785175 366494
515473 366978 574901 366978
472025 366994 520101 366994
4862 367562 967790 367562
384755 368450 403997 368450
467204 368586 954511 368586
752885 368636 986347 368636
376672 369182 837367 369182
899843 369656 952424 369656
956831 370369 996673 370369
773582 371106 877514 371106
981034 371718 997859 371718
778157 371741 812258 371741
335209 371773 349394 371773
373986 371965 756343 371965
952557 371983 954860 371983
21776 372435 347914 372435
197151 373268 357896 373268
963506 373458 990352 373458
216981 374256 892803 374256
655099 374642 780435 374642
871115 375037 932749 375037
522907 375076 655581 375076
210491 375804 955305 375804
963092 376691 997181 376691
820825 376707 907287 376707
976659 377354 989615 377354
30716 378265 105834 378265
9920 378534 998922 378534
8560 379196 158866 379196
442034 380041 731201 380041
509760 380325 833780 380325
482496 380359 861028 380359
691506 380975 955921 380975
950419 381197 973398 381197
283005 381205 539252 381205
918899 381256 982086 381256
299551 381300 612012 381300
493305 381643 941150 381643
563589 382246 672221 382246
136617 383163 555863 383163
778696 383574 779177 383574
185129 384526 544793 384526
444585 384612 511741 384612
856079 384727 864549 384727
135970 385114 281676 385114
913310 385392 986394 385392
480338 385502 716739 385502
427220 385994 834628 385994
402009 386236 865638 386236
279871 387080 454907 387080
433033 387254 993507 387254
270783 387906 322855 387906
86540 388891 898427 388891
615450 389437 766470 389437
846824 390366 923146 390366
788058 391277 953228 391277
701121 392008 871040 392008
954513 392522 982330 392522
595937 393310 845764 393310
919231 393726 922147 393726
493817 394169 532528 394169
983889 394865 999395 394865
17550 395578 398551 395578
337643 396413 352280 396413
735453 397167 925854 397167
904731 397222 946443 397222
126352 397501 312609 397501
2205 398352 715841 398352
679620 398610 874557 398610
236980 399166 883496 399166
987887 399877 989126 399877
369150 400110 762152 400110
293056 400144 607343 400144
623664 400255 644878 400255
52538 400484 155462 400484
701354 401331 970997 401331
798590 402258 939283 402258
16932 403187 66394 403187
741841 403771 826263 403771
806605 403921 921518 403921
324289 404068 364510 404068
300783 404188 580472 404188
828549 404804 839320 404804
881947 405344 900251 405344
965443 405416 981209 405416
753550 406330 864619 406330
46061 406450 791864 406450
330084 406528 869377 406528
1591 407274 326533 407274
216095 407953 821409 407953
14795 408227 648266 408227
200175 408577 968947 408577
434359 409353 997190 409353
412975 409750 567499 409750
246504 410496 358756 410496
590941 410900 703509 410900
575207 411504 894305 411504
591466 411526 917252 411526
744283 411726 826460 411726
674443 412673 944930 412673
122473 413036 328397 413036
906556 413943 940648 413943
746041 414655 825289 414655
412973 415142 798952 415142
18930 415874 967273 415874
477459 416010 949923 416010
378976 416555 894904 416555
361952 417465 500080 417465
740790 417785 987890 417785
55920 418171 330783 418171
609743 419023 812326 419023
846522 419686 871286 419686
856311 419852 914348 419852
217486 420234 224767 420234
212265 420333 488653 420333
709284 420823 800336 420823
604486 421717 955413 421717
479440 422660 519577 422660
467452 422748 755562 422748
851769 423368 941062 423368
46372 423816 708718 423816
806287 424492 981290 424492
682483 425438 908889 425438
370422 425455 468201 425455
432004 426199 957097 426199
851420 426236 965286 426236
795064 426427 870558 426427
296685 427185 743582 427185
403458 427570 533238 427570
192801 427998 210252 427998
123343 428170 756866 428170
569283 429115 572589 429115
284279 429136 798315 429136
157805 429513 490066 429513
970926 429534 983713 429534
327483 430315 842517 430315
937312 430772 973467 430772
610352 431085 703907 431085
742568 431832 844169 431832
614764 432206 889196 432206
517178 432937 784246 432937
62179 433730 864580 433730
458017 433841 570995 433841
359911 433972 561793 433972
27822 434366 733960 434366
151001 435198 826808 435198
188187 435380 439125 435380
51840 435864 167042 435864
282000 436085 515549 436085
248183 436396 759249 436396
219855 436958 510339 436958
692327 437669 853408 437669
403855 437922 643481 437922
511222 438196 551366 438196
468659 438549 952996 438549
60922 438893 733411 438893
36666 438952 522552 438952
41940 439810 164091 439810
803066 440052 894972 440052
77683 440422 916419 440422
222260 440527 279758 440527
280235 440581 920911 440581
299177 441116 771689 441116
511978 441604 548694 441604
166795 441707 585486 441707
674529 442705 950597 442705
16276 443448 560456 443448
710917 443983 950325 443983
556582 444569 876842 444569
598429 445416 743589 445416
916481 445725 918720 445725
503898 446600 584038 446600
832114 446630 954402 446630
876298 446724 880059 446724
841986 447002 904226 447002
412634 447764 610557 447764
347620 448133 938127 448133
873115 448801 955016 448801
109798 448860 289618 448860
898172 449518 945082 449518
609634 450325 787623 450325
155566 451003 487802 451003
489134 451074 724894 451074
103956 451323 808070 451323
861030 452197 865035 452197
512527 452645 669275 452645
115790 452783 675639 452783
410342 453039 514675 453039
884616 453798 906265 453798
520612 453944 626560 453944
904119 454609 906194 454609
538535 454734 873798 454734
21790 455310 510231 455310
640183 456247 666797 456247
425756 457048 439768 457048
515426 457842 921413 457842
390220 458800 557524 458800
260323 459514 538871 459514
17229 460051 490170 460051
84252 460589 312533 460589
11395 461499 603385 461499
393259 461798 958788 461798
949385 461958 966181 461958
355206 462731 414875 462731
112405 463488 343581 463488
68691 464150 867772 464150
993899 464975 996850 464975
502914 465284 774205 465284
215338 465716 285082 465716
378328 466602 900548 466602
307775 467149 672775 467149
845434 467546 929946 467546
575155 468403 908397 468403
287276 468641 750484 468641
224155 469567 841888 469567
529478 470076 787183 470076
518070 470689 764460 470689
631427 471129 890163 471129
408558 471344 801941 471344
916667 471741 981464 471741
240828 471872 968084 471872
675450 472118 839363 472118
553003 472816 938390 472816
630705 472877 718378 472877
84178 473530 790179 473530
177748 473597 487565 473597
474734 473929 867050 473929
548816 474337 639893 474337
591932 474764 735256 474764
523906 475051 745979 475051
812289 475176 961260 475176
1000000 1000000 1000
261286 381 450557 381
603762 770 789459 770
5396 1329 633822 1329
806414 1694 895103 1694
625883 1698 701671 1698
719332 1885 820512 1885
897848 2620 971806 2620
126227 3557 138928 3557
524086 3639 576356 3639
749120 4171 969169 4171
669693 4390 696007 4390
879236 4655 959102 4655
292575 5642 994160 5642
962396 6584 966173 6584
286476 7394 773565 7394
375725 8297 936086 8297
317699 8576 372317 8576
826862 8666 855504 8666
798710 9225 908840 9225
531423 9816 914209 9816
878146 10378 926826 10378
211266 10693 698354 10693
874680 11408 880560 11408
254199 11477 555483 11477
53307 11618 890534 11618
445765 11636 662346 11636
488000 12518 575076 12518
270882 12969 432255 12969
742700 13672 853233 13672
923442 14302 970209 14302
141091 14414 539028 14414
784069 14822 823557 14822
283996 15352 389303 15352
572053 16283 599218 16283
925942 17237 963550 17237
557534 17741 820302 17741
298584 17746 327118 17746
691757 18264 909537 18264
226823 18333 600917 18333
817009 18850 846822 18850
680559 19595 959754 19595
489566 20016 909419 20016
451906 20539 711116 20539
45987 20887 186288 20887
108653 21856 508305 21856
24690 22300 547160 22300
657313 22515 886282 22515
81081 22543 545310 22543
522675 22746 920425 22746
411015 23432 712880 23432
928468 23617 969883 23617
113690 23849 380882 23849
860233 24708 917657 24708
266136 25618 482756 25618
762184 25659 874037 25659
518489 26501 711064 26501
596015 27020 959159 27020
248068 27286 934772 27286
367359 28125 517091 28125
313814 28245 761333 28245
822897 28540 993964 28540
991219 28985 992256 28985
99496 29106 869649 29106
128311 29214 862220 29214
464529 29350 995692 29350
417091 29536 948368 29536
298547 30371 902717 30371
930836 30734 958181 30734
548185 30753 740471 30753
399343 31080 711591 31080
685465 31484 745897 31484
244846 32183 484133 32183
994426 32318 996409 32318
799024 33135 817054 33135
261396 33417 480621 33417
294805 34051 657213 34051
118717 34109 867200 34109
544824 34196 595318 34196
115164 34600 409035 34600
62384 35101 558324 35101
760215 35940 913659 35940
370063 36653 441926 36653
81880 36756 449055 36756
863360 36828 909482 36828
286956 37029 885349 37029
501091 37063 867971 37063
277177 37336 510357 37336
753234 37568 770188 37568
189090 38117 878449 38117
740828 38499 856813 38499
534349 39190 755664 39190
641167 39449 909535 39449
430241 40249 794730 40249
502514 41175 838584 41175
854350 41567 933615 41567
612675 42162 914660 42162
383246 42980 912789 42980
198869 43738 534441 43738
670782 43973 749896 43973
121099 44720 750966 44720
557233 45654 624858 45654
522726 46399 669328 46399
287317 46764 341040 46764
476012 47378 484249 47378
186839 48257 574662 48257
507503 48705 827405 48705
534023 49422 932751 49422
484621 49445 733028 49445
114500 49498 276354 49498
576936 49922 923363 49922
576855 50002 736473 50002
867720 50530 976659 50530
124470 50562 745979 50562
9301 51085 181409 51085
331827 51905 775896 51905
90216 52460 647775 52460
785598 53361 932631 53361
621142 54174 689922 54174
559207 54303 720658 54303
546066 55187 826216 55187
679755 55315 863452 55315
848158 55597 949651 55597
526245 55636 912754 55636
732940 55702 819015 55702
131598 55808 618724 55808
523084 55901 832299 55901
965414 56115 967486 56115
571991 57050 604333 57050
89972 57662 914600 57662
479679 58174 537368 58174
556073 58752 912856 58752
538303 59643 882543 59643
6834 59714 657909 59714
86602 60312 446298 60312
616443 61147 693176 61147
774980 61206 861724 61206
390427 61872 738966 61872
871864 62237 909533 62237
28973 62736 773063 62736
385482 63089 976328 63089
82885 63716 228000 63716
626099 64504 903871 64504
972609 65423 972885 65423
493483 65509 863025 65509
249809 65542 484758 65542
191545 66357 677699 66357
191831 66578 404497 66578
482867 67520 876950 67520
555846 67634 603759 67634
752111 67976 943489 67976
737358 68702 898373 68702
320155 69172 724403 69172
53774 69620 824404 69620
801329 70273 873500 70273
413969 71244 608653 71244
